sku,location_id,part_name,category,city,country_code,climate_zone,forecast_21d_units,forecast_avg_daily,forecast_peak_day_units,avg_temp_c,min_temp_c,max_temp_c,rain_days,snow_days,cold_snap_days,heatwave_days,weather_spike_days,temperature_drop_days,temperature_rise_days,payday_window_days,cold_risk_days,heat_risk_days,wet_risk_days,weather_risk_days,business_trigger_days,baseline_avg_daily,baseline_last_21d_units,baseline_21d_units,uplift_vs_baseline_percent,seasonality_score,weather_sensitivity_score,business_impact_score,current_stock,safety_stock,optimal_stock,min_order_qty,lead_time_days,pending_order_qty,supplier_id,supplier_name,supplier_country_code,reliability_score,avg_delay_days,available_stock,lead_time_demand,projected_stock_after_21d,coverage_days,required_stock,raw_reorder_need,recommended_order_qty,risk_status,lost_sales_risk_units,reorder_message,recommended_action,recommended_qty,priority,explanation
PEU-AIR-FILTER,CZ_PRG,Filtru aer motor,filters,Prague,Czechia,Central,136.1531,6.483480952380952,7.1008,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,6.785714285714286,139.0,142.5,-4.45,0.0573,0.0,17.92,393,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,393,64.83480952380953,256.8469,60.61557707516672,136.93560952380952,-256.0643904761905,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,RO_BUC,Baterie 70Ah AGM/EFB,battery,Bucharest,Romania,East,77.7023,3.700109523809524,4.0245,-0.7733333333333334,-2.37,0.23,0,21,0,0,0,0,0,3,21,0,21,21,21,3.875,83.0,81.375,-4.51,0.1529,0.8645,60.6,163,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,163,37.00109523809524,85.2977,44.05273814150287,51.025595238095235,-111.97440476190476,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,DE_BER,Anvelopa vara 205/55R16,tires,Berlin,Germany,Central,39.3526,1.8739333333333332,1.9614,0.1404761904761904,-1.21,0.86,0,21,0,0,0,0,0,0,21,0,21,21,21,1.9642857142857144,41.0,41.25,-4.6,2.6673,0.0,61.12,218,20,40,20,21,0,SUP-TIRES-PL,Central Europe Tyres,PL,0.89,1.0,218,39.352599999999995,178.6474,116.33278505134386,61.31399999999999,-156.686,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",reduce,178,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,DE_BER,AdBlue 10L,consumables,Berlin,Germany,Central,142.0645,6.764976190476191,7.3158,0.1404761904761904,-1.21,0.86,0,21,0,0,0,0,0,0,21,0,21,21,21,7.107142857142857,148.0,149.25,-4.81,0.0668,0.0241,25.16,368,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,368,47.35483333333334,225.9355,54.397818298349094,114.67063333333334,-253.32936666666666,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,ES_MAD,AdBlue 10L,consumables,Madrid,Spain,South,136.477,6.498904761904762,6.9642,7.093809523809524,5.75,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,6.839285714285714,141.0,143.625,-4.98,0.0816,0.0118,23.08,373,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,373,45.492333333333335,236.523,57.39427738534826,112.45653333333334,-260.54346666666663,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BRAKE-FLUID-DOT4,RO_BUC,Lichid frana DOT4 1L,brakes,Bucharest,Romania,East,101.3622,4.826771428571429,5.6469,-0.7733333333333334,-2.37,0.23,0,21,0,0,0,0,0,3,21,0,21,21,21,5.089285714285714,102.0,106.875,-5.16,0.0907,0.0196,19.47,273,40,80,40,10,0,SUP-BRAKES-IT,Nord Italia Braking,IT,0.88,1.1,273,48.26771428571429,171.6378,56.559534148329284,93.9146142857143,-179.0853857142857,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,DK_CPH,Anvelopa vara 205/55R16,tires,Copenhagen,Denmark,North_Central,39.7858,1.894561904761905,2.0548,1.08,-0.06,2.6,0,16,0,0,0,0,0,0,16,0,16,16,16,2.0,41.0,42.0,-5.27,2.6501,0.0,59.83,216,20,40,20,21,0,SUP-TIRES-PL,Central Europe Tyres,PL,0.89,1.0,216,39.7858,176.2142,114.01046619095783,61.8406,-154.1594,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",reduce,176,medium,"Stoc peste optim: acoperire 3.8x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,ES_MAD,Baterie 70Ah AGM/EFB,battery,Madrid,Spain,South,77.7724,3.703447619047619,4.0239,7.093809523809524,5.75,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9107142857142856,78.0,82.125,-5.3,0.1402,0.8857,61.15,165,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,165,37.03447619047619,87.2276,44.55306849712188,51.05837619047619,-113.9416238095238,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,CZ_PRG,Placute frana fata,brakes,Prague,Czechia,Central,118.8755,5.660738095238095,6.5516,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,5.982142857142857,121.0,125.625,-5.37,0.1512,0.0,36.47,273,35,70,35,14,0,SUP-BRAKES-IT,Nord Italia Braking,IT,0.88,1.1,273,79.25033333333333,154.1245,48.22691797077382,120.80193333333332,-152.19806666666668,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,ES_MAD,Filtru aer motor,filters,Madrid,Spain,South,136.8739,6.517804761904761,6.9149,7.093809523809524,5.75,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,6.892857142857143,143.0,144.75,-5.44,0.0748,0.0178,26.17,391,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,391,65.17804761904762,254.1261,59.98951399952954,137.0929476190476,-253.9070523809524,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BRAKE-FLUID-DOT4,CZ_PRG,Lichid frana DOT4 1L,brakes,Prague,Czechia,Central,99.6309,4.744328571428572,5.744,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,5.017857142857143,102.0,105.375,-5.45,0.1076,0.0,17.09,271,40,80,40,10,0,SUP-BRAKES-IT,Nord Italia Braking,IT,0.88,1.1,271,47.44328571428572,171.3691,57.12082095477165,93.18728571428572,-177.81271428571426,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,EE_TLL,Anvelopa vara 205/55R16,tires,Tallinn,Estonia,Nordic,42.1923,2.009157142857143,2.2712,-5.933333333333333,-7.29,-4.45,0,21,17,0,0,0,0,3,21,0,21,21,21,2.125,45.0,44.625,-5.45,2.6972,0.0,63.14,215,20,40,20,21,0,SUP-TIRES-PL,Central Europe Tyres,PL,0.89,1.0,215,42.1923,172.8077,107.00999359575405,64.4635,-150.5365,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",reduce,175,medium,"Stoc peste optim: acoperire 3.6x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,NL_AMS,Baterie 70Ah AGM/EFB,battery,Amsterdam,Netherlands,West,80.4645,3.831642857142857,4.0683,2.947142857142857,1.6,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,4.053571428571429,86.0,85.125,-5.47,0.1669,0.8869,62.89,161,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,161,38.316428571428574,80.5355,42.018518944517176,52.384728571428575,-108.61527142857142,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,PL_WAW,AdBlue 10L,consumables,Warsaw,Poland,Central,138.1608,6.579085714285714,7.2632,-1.7014285714285713,-3.21,-0.84,0,21,0,0,0,0,0,3,21,0,21,21,21,6.964285714285714,142.0,146.25,-5.53,0.0905,0.0213,25.57,372,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,372,46.0536,233.8392,56.54280239113518,113.3168,-258.6832,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,IT_MIL,Baterie 70Ah AGM/EFB,battery,Milan,Italy,South,81.3424,3.873447619047619,4.0699,5.016190476190476,3.72,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107142857142857,87.0,86.24999999999999,-5.69,0.1792,0.8531,61.74,161,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,161,38.73447619047619,79.6576,41.565027920671305,52.804376190476184,-108.19562380952382,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,RO_BUC,Bujie benzina,maintenance,Bucharest,Romania,East,109.2815,5.203880952380952,6.2129,-0.7733333333333334,-2.37,0.23,0,21,0,0,0,0,0,3,21,0,21,21,21,5.535714285714286,115.0,116.25,-5.99,0.1303,0.026,29.47,277,40,80,40,14,0,SUP-MAINT-DE,DACH Maintenance Parts,DE,0.94,0.5,277,72.85433333333333,167.7185,53.22949339257458,119.06723333333333,-157.93276666666668,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-PADS-F,PL_WAW,Placute frana fata,brakes,Warsaw,Poland,Central,120.8284,5.753733333333334,6.7031,-1.7014285714285713,-3.21,-0.84,0,21,0,0,0,0,0,3,21,0,21,21,21,6.125,125.0,128.625,-6.06,0.1052,0.0,32.53,274,35,70,35,14,0,SUP-BRAKES-IT,Nord Italia Braking,IT,0.88,1.1,274,80.55226666666667,153.1716,47.621246329123174,122.25536666666667,-151.74463333333333,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,RO_BUC,Ulei motor 5W30 5L,maintenance,Bucharest,Romania,East,153.1838,7.294466666666667,9.0016,-0.7733333333333334,-2.37,0.23,0,21,0,0,0,0,0,3,21,0,21,21,21,7.767857142857143,162.0,163.125,-6.09,0.1196,0.0224,51.27,407,70,140,70,7,0,SUP-MAINT-DE,DACH Maintenance Parts,DE,0.94,0.5,407,51.06126666666667,253.8162,55.7957096526532,130.06286666666668,-276.93713333333335,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,RO_BUC,Filtru aer motor,filters,Bucharest,Romania,East,133.2344,6.344495238095238,6.9061,-0.7733333333333334,-2.37,0.23,0,21,0,0,0,0,0,3,21,0,21,21,21,6.767857142857143,138.0,142.125,-6.26,0.0755,0.0129,24.61,393,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,393,63.44495238095238,259.7656,61.943452285502104,135.35105238095238,-257.6489476190476,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,DE_BER,Filtru aer motor,filters,Berlin,Germany,Central,142.2712,6.774819047619047,7.332,0.1404761904761904,-1.21,0.86,0,21,0,0,0,0,0,0,21,0,21,21,21,7.232142857142857,151.0,151.875,-6.32,0.0652,0.01,24.8,388,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,388,67.74819047619047,245.7288,57.270893879514816,140.08019047619047,-247.91980952380953,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BRAKE-PADS-F,FI_HEL,Placute frana fata,brakes,Helsinki,Finland,Nordic,138.0484,6.573733333333332,7.1681,-6.748571428571428,-8.29,-5.81,0,21,21,0,0,0,0,0,21,0,21,21,21,7.017857142857143,145.0,147.375,-6.33,0.1001,0.0126,40.57,266,35,70,35,14,0,SUP-BRAKES-IT,Nord Italia Braking,IT,0.88,1.1,266,92.03226666666666,127.95160000000001,40.46406296816681,134.20036666666667,-131.79963333333333,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,DK_CPH,Filtru aer motor,filters,Copenhagen,Denmark,North_Central,139.0603,6.621919047619048,7.1078,1.08,-0.06,2.6,0,16,0,0,0,0,0,0,16,0,16,16,16,7.071428571428571,143.0,148.5,-6.36,0.0756,0.0169,26.92,390,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,390,66.21919047619048,250.9397,58.895304865576996,138.32699047619047,-251.67300952380953,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-SUMMER-TIRE-205,FR_PAR,Anvelopa vara 205/55R16,tires,Paris,France,West,39.5771,1.8846238095238097,2.003,4.016666666666667,2.64,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.017857142857143,41.0,42.375,-6.6,2.6472,0.0,61.3,218,20,40,20,21,0,SUP-TIRES-PL,Central Europe Tyres,PL,0.89,1.0,218,39.5771,178.4229,115.67289091088763,61.5801,-156.41989999999998,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",reduce,178,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SPARK-PLUG,CZ_PRG,Bujie benzina,maintenance,Prague,Czechia,Central,108.6864,5.175542857142857,6.2097,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,5.553571428571429,114.0,116.625,-6.81,0.0906,0.0061,19.21,277,40,80,40,14,0,SUP-MAINT-DE,DACH Maintenance Parts,DE,0.94,0.5,277,72.4576,168.3136,53.52094536262262,118.6673,-158.3327,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-CABIN-CARBON,PL_WAW,Filtru habitaclu cu carbon,filters,Warsaw,Poland,Central,116.2471,5.53557619047619,6.1324,-1.7014285714285713,-3.21,-0.84,0,21,0,0,0,0,0,3,21,0,21,21,21,5.946428571428571,122.0,124.875,-6.91,1.1844,0.2336,65.14,335,45,90,45,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,335,55.355761904761906,218.7529,60.51762778710021,106.48816190476191,-228.5118380952381,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,DK_CPH,AdBlue 10L,consumables,Copenhagen,Denmark,North_Central,137.814,6.562571428571428,6.9892,1.08,-0.06,2.6,0,16,0,0,0,0,0,0,16,0,16,16,16,7.053571428571429,142.0,148.125,-6.96,0.0705,0.0184,24.12,373,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,373,45.937999999999995,235.186,56.83746793804094,112.92719999999998,-260.07280000000003,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,CZ_PRG,Baterie 70Ah AGM/EFB,battery,Prague,Czechia,Central,77.09440000000001,3.671161904761905,3.9868,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,3.946428571428572,81.0,82.875,-6.98,0.1952,0.8947,62.16,164,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,164,36.71161904761905,86.90559999999999,44.67249322749307,50.698419047619055,-113.30158095238095,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,PL_WAW,Filtru aer motor,filters,Warsaw,Poland,Central,135.6585,6.459928571428572,7.1177,-1.7014285714285713,-3.21,-0.84,0,21,0,0,0,0,0,3,21,0,21,21,21,6.946428571428571,144.0,145.875,-7.0,0.0864,0.008,25.91,389,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,389,64.59928571428571,253.3415,60.21737477146754,136.71698571428573,-252.28301428571427,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,EE_TLL,AdBlue 10L,consumables,Tallinn,Estonia,Nordic,145.5788,6.93232380952381,7.594,-5.933333333333333,-7.29,-4.45,0,21,17,0,0,0,0,3,21,0,21,21,21,7.482142857142857,154.0,157.125,-7.35,0.065,0.0217,25.14,367,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,367,48.52626666666667,221.4212,52.9403930259883,116.12026666666667,-250.87973333333332,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,DK_CPH,Baterie 70Ah AGM/EFB,battery,Copenhagen,Denmark,North_Central,79.5429,3.787757142857143,4.0404,1.08,-0.06,2.6,0,16,0,0,0,0,0,0,16,0,16,16,16,4.089285714285714,83.0,85.875,-7.37,0.1562,0.8785,61.6,164,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,164,37.87757142857143,84.4571,43.2973790338929,51.91797142857143,-112.08202857142857,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BATT-70AH,PL_WAW,Baterie 70Ah AGM/EFB,battery,Warsaw,Poland,Central,78.8291,3.7537666666666665,4.1503,-1.7014285714285713,-3.21,-0.84,0,21,0,0,0,0,0,3,21,0,21,21,21,4.053571428571429,83.0,85.125,-7.4,0.1753,0.8806,62.29,162,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,162,37.53766666666667,83.1709,43.15664004422934,51.68796666666667,-110.31203333333333,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-CABIN-CARBON,CZ_PRG,Filtru habitaclu cu carbon,filters,Prague,Czechia,Central,112.1661,5.341242857142857,5.857,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,5.767857142857143,117.0,121.125,-7.4,1.1759,0.2319,63.01,336,45,90,45,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,336,53.41242857142858,223.8339,62.9066953291538,104.26942857142858,-231.7305714285714,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,CZ_PRG,Ulei motor 5W30 5L,maintenance,Prague,Czechia,Central,150.4369,7.163661904761905,8.7741,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,7.75,157.0,162.75,-7.57,0.1095,0.0,42.52,410,70,140,70,7,0,SUP-MAINT-DE,DACH Maintenance Parts,DE,0.94,0.5,410,50.145633333333336,259.56309999999996,57.233290489905734,128.91973333333334,-281.08026666666666,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,NL_AMS,AdBlue 10L,consumables,Amsterdam,Netherlands,West,140.342,6.682952380952382,7.2655,2.947142857142857,1.6,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,7.232142857142857,149.0,151.875,-7.59,0.0727,0.0072,23.37,372,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,372,46.780666666666676,231.658,55.6640124200577,114.04616666666668,-257.9538333333333,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-SUMMER-TIRE-205,ES_MAD,Anvelopa vara 205/55R16,tires,Madrid,Spain,South,39.7661,1.8936238095238096,2.0447,7.093809523809524,5.75,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0535714285714284,41.0,43.12499999999999,-7.79,2.6813,0.0,60.13,218,20,40,20,21,0,SUP-TIRES-PL,Central Europe Tyres,PL,0.89,1.0,218,39.7661,178.2339,115.12312201635156,61.8108,-156.1892,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",reduce,178,medium,"Stoc peste optim: acoperire 3.8x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,CZ_PRG,AdBlue 10L,consumables,Prague,Czechia,Central,130.0052,6.19072380952381,6.7143,-1.0623809523809524,-2.47,0.02,0,21,0,0,0,0,0,3,21,0,21,21,21,6.714285714285714,135.0,141.0,-7.8,0.0804,0.0178,23.16,376,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,376,43.33506666666667,245.9948,60.73602228636648,110.04936666666667,-265.9506333333333,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,IT_MIL,Filtru aer motor,filters,Milan,Italy,South,141.0733,6.71777619047619,7.2787,5.016190476190476,3.72,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285714285714286,149.0,153.0,-7.8,0.076,0.0221,28.76,389,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,389,67.1777619047619,247.9267,57.906058651585866,139.45646190476188,-249.54353809523812,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,IT_MIL,AdBlue 10L,consumables,Milan,Italy,South,137.4725,6.546309523809524,6.9867,5.016190476190476,3.72,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,7.107142857142857,145.0,149.25,-7.89,0.0811,0.0185,25.9,374,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,374,45.82416666666666,236.5275,57.131417557986005,112.81086666666666,-261.18913333333336,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,EE_TLL,Filtru aer motor,filters,Tallinn,Estonia,Nordic,146.4095,6.971880952380952,7.6262,-5.933333333333333,-7.29,-4.45,0,21,17,0,0,0,0,3,21,0,21,21,21,7.571428571428571,157.0,159.0,-7.92,0.0751,0.022,29.42,388,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,388,69.71880952380953,241.5905,55.65211841653385,142.34500952380952,-245.65499047619048,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-SPARK-PLUG,NL_AMS,Bujie benzina,maintenance,Amsterdam,Netherlands,West,116.5082,5.548009523809524,6.4433,2.947142857142857,1.6,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,6.035714285714286,127.0,126.75,-8.08,0.1339,0.0,23.53,272,40,80,40,14,0,SUP-MAINT-DE,DACH Maintenance Parts,DE,0.94,0.5,272,77.67213333333333,155.4918,49.02658328290842,124.11543333333333,-147.88456666666667,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,NL_AMS,Filtru aer motor,filters,Amsterdam,Netherlands,West,142.3075,6.776547619047619,7.3484,2.947142857142857,1.6,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,7.375,149.0,154.875,-8.11,0.0582,0.004,23.82,387,65,130,65,10,0,SUP-FILTERS-FR,Filtres Auto France,FR,0.92,0.7,387,67.76547619047619,244.6925,57.10871739519656,140.1138761904762,-246.8861238095238,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-BATT-70AH,FR_PAR,Baterie 70Ah AGM/EFB,battery,Paris,France,West,82.9217,3.948652380952381,4.1585,4.016666666666667,2.64,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.303571428571429,89.0,90.375,-8.25,0.1641,0.8754,62.73,161,10,20,10,10,0,SUP-ELECTRIC-DE,Rhine Electric Parts,DE,0.91,0.8,161,39.48652380952381,78.0783,40.77339398201829,53.645023809523806,-107.3549761904762,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,FR_PAR,AdBlue 10L,consumables,Paris,France,West,142.3029,6.776328571428572,7.3887,4.016666666666667,2.64,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.392857142857143,151.0,155.25,-8.34,0.0607,0.0065,22.8,369,60,120,60,7,0,SUP-FLUIDS-EU,EuroFluids Logistics,DE,0.93,0.6,369,47.43430000000001,226.6971,54.45425818068765,114.82300000000001,-254.177,0,ok,0.0,"Monitorizeaza, stocul acopera scenariul curent.",monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
