date,location_id,temperature_c,rain_mm,snow_cm,temp_change_1d_c,temp_change_3d_c,abs_temp_change_3d_c,cold_snap_flag,heatwave_flag,weather_spike_flag,temperature_drop_flag,temperature_rise_flag,fuel_price_eur_l,mobility_index
2024-06-14,EE_TLL,16.4,1.5,0.0,0.1,0.5,0.5,0,0,0,0,0,1.66,1.07
2024-06-15,EE_TLL,16.6,1.0,0.0,0.2,0.3,0.3,0,0,0,0,0,1.66,1.069
2024-06-16,EE_TLL,16.7,1.0,0.0,0.1,0.4,0.4,0,0,0,0,0,1.66,1.068
2024-06-17,EE_TLL,16.6,1.3,0.0,-0.1,0.2,0.2,0,0,0,0,0,1.66,1.068
2024-06-18,EE_TLL,20.8,1.0,0.0,4.2,4.2,4.2,0,1,1,0,1,1.66,1.067
2024-06-19,EE_TLL,20.8,1.1,0.0,0.0,4.1,4.1,0,1,1,0,1,1.66,1.066
2024-06-20,EE_TLL,20.8,1.3,0.0,0.0,4.2,4.2,0,1,1,0,1,1.66,1.065
2024-06-21,EE_TLL,20.8,0.8,0.0,0.0,0.0,0.0,0,0,0,0,0,1.66,1.065
2024-06-22,EE_TLL,21.0,1.3,0.0,0.2,0.2,0.2,0,0,0,0,0,1.66,1.064
2024-06-23,EE_TLL,21.0,1.4,0.0,0.0,0.2,0.2,0,0,0,0,0,1.66,1.063
2024-06-24,EE_TLL,21.2,1.2,0.0,0.2,0.4,0.4,0,0,0,0,0,1.66,1.062
2024-06-25,EE_TLL,17.2,1.4,0.0,-4.0,-3.8,3.8,1,0,1,1,0,1.65,1.061
2024-06-26,EE_TLL,17.2,1.1,0.0,0.0,-3.8,3.8,1,0,1,1,0,1.65,1.06
2024-06-27,EE_TLL,17.3,1.2,0.0,0.1,-3.9,3.9,1,0,1,1,0,1.65,1.059
2024-06-28,EE_TLL,17.4,0.8,0.0,0.1,0.2,0.2,0,0,0,0,0,1.65,1.058
2024-06-29,EE_TLL,17.4,0.5,0.0,0.0,0.2,0.2,0,0,0,0,0,1.65,1.057
2024-06-30,EE_TLL,17.6,1.0,0.0,0.2,0.3,0.3,0,0,0,0,0,1.65,1.056
2024-07-01,EE_TLL,17.4,1.2,0.0,-0.2,0.0,0.0,0,0,0,0,0,1.65,1.115
2024-07-02,EE_TLL,17.4,1.2,0.0,0.0,0.0,0.0,0,0,0,0,0,1.65,1.114
2024-07-03,EE_TLL,17.4,1.1,0.0,0.0,-0.2,0.2,0,0,0,0,0,1.65,1.113
2024-07-04,EE_TLL,17.5,1.2,0.0,0.1,0.1,0.1,0,0,0,0,0,1.65,1.112
2024-07-05,EE_TLL,17.5,1.2,0.0,0.0,0.1,0.1,0,0,0,0,0,1.65,1.111
2024-07-06,EE_TLL,17.9,1.2,0.0,0.4,0.5,0.5,0,0,0,0,0,1.65,1.11
2024-07-07,EE_TLL,17.9,1.0,0.0,0.0,0.4,0.4,0,0,0,0,0,1.65,1.109
2024-07-08,EE_TLL,18.0,0.8,0.0,0.1,0.5,0.5,0,0,0,0,0,1.65,1.108
2024-07-09,EE_TLL,18.0,1.4,0.0,0.0,0.1,0.1,0,0,0,0,0,1.64,1.107
2024-07-10,EE_TLL,23.1,0.9,0.0,5.1,5.2,5.2,0,1,1,0,1,1.64,1.106
2024-07-11,EE_TLL,23.2,1.6,0.0,0.1,5.2,5.2,0,1,1,0,1,1.64,1.105
2024-07-12,EE_TLL,23.2,1.0,0.0,0.0,5.2,5.2,0,1,1,0,1,1.64,1.104
2024-07-13,EE_TLL,23.3,1.1,0.0,0.1,0.2,0.2,0,0,0,0,0,1.64,1.102
2024-07-14,EE_TLL,23.2,1.4,0.0,-0.1,0.0,0.0,0,0,0,0,0,1.64,1.101
2024-07-15,EE_TLL,23.0,1.1,0.0,-0.2,-0.2,0.2,0,0,0,0,0,1.64,1.1
2024-07-16,EE_TLL,22.9,0.9,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.64,1.099
2024-07-17,EE_TLL,22.9,1.2,0.0,0.0,-0.3,0.3,0,0,0,0,0,1.64,1.098
2024-07-18,EE_TLL,17.9,1.4,0.0,-5.0,-5.1,5.1,1,0,1,1,0,1.64,1.096
2024-07-19,EE_TLL,18.0,1.2,0.0,0.1,-4.9,4.9,1,0,1,1,0,1.64,1.095
2024-07-20,EE_TLL,18.0,1.2,0.0,0.0,-4.9,4.9,1,0,1,1,0,1.64,1.094
2024-07-21,EE_TLL,18.1,1.2,0.0,0.1,0.2,0.2,0,0,0,0,0,1.64,1.093
2024-07-22,EE_TLL,18.1,1.5,0.0,0.0,0.1,0.1,0,0,0,0,0,1.64,1.091
2024-07-23,EE_TLL,18.0,0.9,0.0,-0.1,0.0,0.0,0,0,0,0,0,1.64,1.09
2024-07-24,EE_TLL,17.9,1.3,0.0,-0.1,-0.2,0.2,0,0,0,0,0,1.63,1.089
2024-07-25,EE_TLL,18.0,1.8,0.0,0.1,-0.1,0.1,0,0,0,0,0,1.63,1.088
2024-07-26,EE_TLL,17.8,1.2,0.0,-0.2,-0.2,0.2,0,0,0,0,0,1.63,1.086
2024-07-27,EE_TLL,17.6,1.4,0.0,-0.2,-0.3,0.3,0,0,0,0,0,1.63,1.085
2024-07-28,EE_TLL,17.6,1.0,0.0,0.0,-0.4,0.4,0,0,0,0,0,1.63,1.084
2024-07-29,EE_TLL,17.8,1.1,0.0,0.2,0.0,0.0,0,0,0,0,0,1.63,1.082
2024-07-30,EE_TLL,17.6,1.2,0.0,-0.2,0.0,0.0,0,0,0,0,0,1.63,1.081
2024-07-31,EE_TLL,17.5,1.2,0.0,-0.1,-0.1,0.1,0,0,0,0,0,1.63,1.08
2024-08-01,EE_TLL,17.7,1.0,0.0,0.2,-0.1,0.1,0,0,0,0,0,1.63,1.078
2024-08-02,EE_TLL,17.6,1.4,0.0,-0.1,0.0,0.0,0,0,0,0,0,1.63,1.077
2024-08-03,EE_TLL,17.6,1.1,0.0,0.0,0.1,0.1,0,0,0,0,0,1.63,1.076
2024-08-04,EE_TLL,17.7,1.4,0.0,0.1,0.0,0.0,0,0,0,0,0,1.63,1.074
2024-08-05,EE_TLL,17.8,1.2,0.0,0.1,0.2,0.2,0,0,0,0,0,1.63,1.073
2024-08-06,EE_TLL,17.6,1.6,0.0,-0.2,0.0,0.0,0,0,0,0,0,1.63,1.072
2024-08-07,EE_TLL,17.6,1.2,0.0,0.0,-0.1,0.1,0,0,0,0,0,1.63,1.07
2024-08-08,EE_TLL,17.3,1.0,0.0,-0.3,-0.5,0.5,0,0,0,0,0,1.63,1.069
2024-08-09,EE_TLL,17.2,1.5,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.63,1.068
2024-08-10,EE_TLL,17.2,0.9,0.0,0.0,-0.4,0.4,0,0,0,0,0,1.62,1.066
2024-08-11,EE_TLL,17.1,1.1,0.0,-0.1,-0.2,0.2,0,0,0,0,0,1.62,1.065
2024-08-12,EE_TLL,17.1,1.1,0.0,0.0,-0.1,0.1,0,0,0,0,0,1.62,1.063
2024-08-13,EE_TLL,16.9,1.5,0.0,-0.2,-0.3,0.3,0,0,0,0,0,1.62,1.062
2024-08-14,EE_TLL,16.8,1.3,0.0,-0.1,-0.3,0.3,0,0,0,0,0,1.62,1.061
2024-08-15,EE_TLL,16.5,1.3,0.0,-0.3,-0.6,0.6,0,0,0,0,0,1.62,1.059
2024-08-16,EE_TLL,16.5,1.6,0.0,0.0,-0.4,0.4,0,0,0,0,0,1.62,1.058
2024-08-17,EE_TLL,16.2,1.2,0.0,-0.3,-0.6,0.6,0,0,0,0,0,1.62,1.057
2024-08-18,EE_TLL,16.2,0.9,0.0,0.0,-0.3,0.3,0,0,0,0,0,1.62,1.055
2024-08-19,EE_TLL,16.1,0.9,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.62,1.054
2024-08-20,EE_TLL,16.1,0.9,0.0,0.0,-0.1,0.1,0,0,0,0,0,1.62,1.052
2024-08-21,EE_TLL,15.9,1.2,0.0,-0.2,-0.3,0.3,0,0,0,0,0,1.62,1.051
2024-08-22,EE_TLL,15.9,1.2,0.0,0.0,-0.2,0.2,0,0,0,0,0,1.62,1.05
2024-08-23,EE_TLL,15.7,1.3,0.0,-0.2,-0.4,0.4,0,0,0,0,0,1.62,1.048
2024-08-24,EE_TLL,15.6,1.3,0.0,-0.1,-0.3,0.3,0,0,0,0,0,1.62,1.047
2024-08-25,EE_TLL,15.4,1.3,0.0,-0.2,-0.5,0.5,0,0,0,0,0,1.62,1.046
2024-08-26,EE_TLL,15.3,1.6,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.62,1.044
2024-08-27,EE_TLL,15.1,1.3,0.0,-0.2,-0.5,0.5,0,0,0,0,0,1.62,1.043
2024-08-28,EE_TLL,15.1,1.0,0.0,0.0,-0.3,0.3,0,0,0,0,0,1.62,1.042
2024-08-29,EE_TLL,14.9,1.1,0.0,-0.2,-0.4,0.4,0,0,0,0,0,1.62,1.04
2024-08-30,EE_TLL,14.7,1.1,0.0,-0.2,-0.4,0.4,0,0,0,0,0,1.62,1.039
2024-08-31,EE_TLL,14.5,1.2,0.0,-0.2,-0.6,0.6,0,0,0,0,0,1.62,1.038
2024-09-01,EE_TLL,14.3,0.8,0.0,-0.2,-0.6,0.6,0,0,0,0,0,1.62,0.976
2024-09-02,EE_TLL,14.0,1.5,0.0,-0.3,-0.7,0.7,0,0,0,0,0,1.61,0.975
2024-09-03,EE_TLL,13.8,0.9,0.0,-0.2,-0.7,0.7,0,0,0,0,0,1.61,0.974
2024-09-04,EE_TLL,13.9,1.3,0.0,0.1,-0.4,0.4,0,0,0,0,0,1.61,0.972
2024-09-05,EE_TLL,13.8,1.4,0.0,-0.1,-0.2,0.2,0,0,0,0,0,1.61,0.971
2024-09-06,EE_TLL,13.9,1.4,0.0,0.1,0.1,0.1,0,0,0,0,0,1.61,0.97
2024-09-07,EE_TLL,13.7,1.3,0.0,-0.2,-0.2,0.2,0,0,0,0,0,1.61,0.969
2024-09-08,EE_TLL,13.6,1.2,0.0,-0.1,-0.2,0.2,0,0,0,0,0,1.61,0.967
2024-09-09,EE_TLL,13.4,1.6,0.0,-0.2,-0.5,0.5,0,0,0,0,0,1.61,0.966
2024-09-10,EE_TLL,13.1,1.4,0.0,-0.3,-0.6,0.6,0,0,0,0,0,1.61,0.965
2024-09-11,EE_TLL,12.8,0.9,0.0,-0.3,-0.8,0.8,0,0,0,0,0,1.61,0.964
2024-09-12,EE_TLL,12.8,1.4,0.0,0.0,-0.6,0.6,0,0,0,0,0,1.61,0.962
2024-09-13,EE_TLL,12.6,0.9,0.0,-0.2,-0.5,0.5,0,0,0,0,0,1.61,0.961
2024-09-14,EE_TLL,12.3,1.4,0.0,-0.3,-0.5,0.5,0,0,0,0,0,1.61,0.96
2024-09-15,EE_TLL,12.3,1.4,0.0,0.0,-0.5,0.5,0,0,0,0,0,1.61,0.959
2024-09-16,EE_TLL,12.2,1.9,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.61,0.958
2024-09-17,EE_TLL,11.9,1.2,0.0,-0.3,-0.4,0.4,0,0,0,0,0,1.61,0.956
2024-09-18,EE_TLL,11.7,1.2,0.0,-0.2,-0.6,0.6,0,0,0,0,0,1.61,0.955
2024-09-19,EE_TLL,11.6,1.1,0.0,-0.1,-0.6,0.6,0,0,0,0,0,1.61,0.954
2024-09-20,EE_TLL,11.3,1.4,0.0,-0.3,-0.6,0.6,0,0,0,0,0,1.61,0.953
2024-09-21,EE_TLL,11.1,1.3,0.0,-0.2,-0.6,0.6,0,0,0,0,0,1.61,0.952
2024-09-22,EE_TLL,11.0,1.3,0.0,-0.1,-0.6,0.6,0,0,0,0,0,1.61,0.951
2024-09-23,EE_TLL,10.9,1.5,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.61,0.95
2024-09-24,EE_TLL,10.4,1.3,0.0,-0.5,-0.7,0.7,0,0,0,0,0,1.61,0.949
2024-09-25,EE_TLL,10.4,0.8,0.0,0.0,-0.6,0.6,0,0,0,0,0,1.61,0.948
2024-09-26,EE_TLL,10.1,1.1,0.0,-0.3,-0.8,0.8,0,0,0,0,0,1.61,0.947
2024-09-27,EE_TLL,10.0,1.2,0.0,-0.1,-0.4,0.4,0,0,0,0,0,1.61,0.946
2024-09-28,EE_TLL,9.7,1.3,0.0,-0.3,-0.7,0.7,0,0,0,0,0,1.61,0.945
2024-09-29,EE_TLL,9.9,0.9,0.0,0.2,-0.2,0.2,0,0,0,0,0,1.61,0.944
2024-09-30,EE_TLL,9.5,1.5,0.0,-0.4,-0.5,0.5,0,0,0,0,0,1.61,0.943
2024-10-01,EE_TLL,9.4,2.9,0.0,-0.1,-0.3,0.3,0,0,0,0,0,1.61,0.942
2024-10-02,EE_TLL,9.1,3.2,0.0,-0.3,-0.8,0.8,0,0,0,0,0,1.61,0.941
2024-10-03,EE_TLL,8.8,3.2,0.0,-0.3,-0.7,0.7,0,0,0,0,0,1.61,0.94
2024-10-04,EE_TLL,8.5,2.9,0.0,-0.3,-0.9,0.9,0,0,0,0,0,1.61,0.939
2024-10-05,EE_TLL,8.4,3.2,0.0,-0.1,-0.7,0.7,0,0,0,0,0,1.61,0.938
2024-10-06,EE_TLL,8.0,3.3,0.0,-0.4,-0.8,0.8,0,0,0,0,0,1.61,0.937
2024-10-07,EE_TLL,7.8,3.1,0.0,-0.2,-0.7,0.7,0,0,0,0,0,1.61,0.936
2024-10-08,EE_TLL,8.0,3.2,0.0,0.2,-0.4,0.4,0,0,0,0,0,1.61,0.935
2024-10-09,EE_TLL,7.7,2.7,0.0,-0.3,-0.3,0.3,0,0,0,0,0,1.61,0.935
2024-10-10,EE_TLL,7.6,2.7,0.0,-0.1,-0.2,0.2,0,0,0,0,0,1.61,0.934
2024-10-11,EE_TLL,7.4,3.1,0.0,-0.2,-0.6,0.6,0,0,0,0,0,1.61,0.933
2024-10-12,EE_TLL,2.8,2.6,0.0,-4.6,-4.9,4.9,1,0,1,1,0,1.61,0.932
2024-10-13,EE_TLL,2.4,2.9,0.0,-0.4,-5.2,5.2,1,0,1,1,0,1.61,0.932
2024-10-14,EE_TLL,2.3,3.0,0.0,-0.1,-5.1,5.1,1,0,1,1,0,1.61,0.931
2024-10-15,EE_TLL,2.1,3.2,0.0,-0.2,-0.7,0.7,0,0,0,0,0,1.61,0.93
2024-10-16,EE_TLL,1.8,3.4,0.0,-0.3,-0.6,0.6,0,0,0,0,0,1.61,0.93
2024-10-17,EE_TLL,1.6,3.3,0.0,-0.2,-0.7,0.7,0,0,0,0,0,1.61,0.929
2024-10-18,EE_TLL,1.3,2.7,1.3,-0.3,-0.8,0.8,0,0,1,0,0,1.61,0.928
2024-10-19,EE_TLL,5.5,2.9,0.0,4.2,3.7,3.7,0,1,1,0,1,1.61,0.928
2024-10-20,EE_TLL,5.1,3.1,0.0,-0.4,3.5,3.5,0,1,1,0,1,1.61,0.927
2024-10-21,EE_TLL,5.1,2.9,0.0,0.0,3.8,3.8,0,1,1,0,1,1.61,0.927
2024-10-22,EE_TLL,4.8,3.1,0.0,-0.3,-0.7,0.7,0,0,0,0,0,1.61,0.926
2024-10-23,EE_TLL,4.6,2.8,0.0,-0.2,-0.5,0.5,0,0,0,0,0,1.61,0.926
2024-10-24,EE_TLL,4.4,2.8,0.0,-0.2,-0.7,0.7,0,0,0,0,0,1.61,0.925
2024-10-25,EE_TLL,4.4,3.7,0.0,0.0,-0.4,0.4,0,0,1,0,0,1.61,0.925
2024-10-26,EE_TLL,3.9,2.9,0.0,-0.5,-0.7,0.7,0,0,0,0,0,1.61,0.924
2024-10-27,EE_TLL,3.9,3.0,0.0,0.0,-0.5,0.5,0,0,0,0,0,1.61,0.924
2024-10-28,EE_TLL,3.6,3.3,0.0,-0.3,-0.8,0.8,0,0,0,0,0,1.61,0.923
2024-10-29,EE_TLL,3.3,3.0,0.0,-0.3,-0.6,0.6,0,0,0,0,0,1.61,0.923
2024-10-30,EE_TLL,3.3,3.4,0.0,0.0,-0.6,0.6,0,0,0,0,0,1.61,0.923
2024-10-31,EE_TLL,3.2,3.7,0.0,-0.1,-0.4,0.4,0,0,1,0,0,1.62,0.922
2024-11-01,EE_TLL,3.0,3.1,0.0,-0.2,-0.3,0.3,0,0,0,0,0,1.62,0.922
2024-11-02,EE_TLL,2.8,3.8,0.0,-0.2,-0.5,0.5,0,0,1,0,0,1.62,0.922
2024-11-03,EE_TLL,-2.2,2.9,4.8,-5.0,-5.4,5.4,1,0,1,1,0,1.62,0.921
2024-11-04,EE_TLL,-2.7,2.4,5.2,-0.5,-5.7,5.7,1,0,1,1,0,1.62,0.921
2024-11-05,EE_TLL,-2.7,3.1,5.4,0.0,-5.5,5.5,1,0,1,1,0,1.62,0.921
2024-11-06,EE_TLL,-3.0,3.2,5.4,-0.3,-0.8,0.8,1,0,1,0,0,1.62,0.921
2024-11-07,EE_TLL,-3.2,2.7,5.9,-0.2,-0.5,0.5,1,0,1,0,0,1.62,0.921
2024-11-08,EE_TLL,-3.5,2.7,5.6,-0.3,-0.8,0.8,1,0,1,0,0,1.62,0.92
2024-11-09,EE_TLL,1.6,2.8,0.0,5.1,4.6,4.6,0,1,1,0,1,1.62,0.92
2024-11-10,EE_TLL,1.2,2.6,1.3,-0.4,4.4,4.4,0,1,1,0,1,1.62,0.92
2024-11-11,EE_TLL,1.1,3.0,1.4,-0.1,4.6,4.6,0,1,1,0,1,1.62,0.92
2024-11-12,EE_TLL,0.9,2.8,1.4,-0.2,-0.7,0.7,0,0,1,0,0,1.62,0.92
2024-11-13,EE_TLL,0.7,3.5,1.7,-0.2,-0.5,0.5,0,0,1,0,0,1.62,0.92
2024-11-14,EE_TLL,0.3,3.3,2.1,-0.4,-0.8,0.8,0,0,1,0,0,1.62,0.92
2024-11-15,EE_TLL,0.3,3.0,2.2,0.0,-0.6,0.6,0,0,1,0,0,1.62,0.92
2024-11-16,EE_TLL,-0.0,3.0,2.4,-0.3,-0.7,0.7,0,0,1,0,0,1.62,0.92
2024-11-17,EE_TLL,-0.1,3.4,2.3,-0.1,-0.4,0.4,0,0,1,0,0,1.62,0.92
2024-11-18,EE_TLL,-0.2,3.2,3.1,-0.1,-0.5,0.5,0,0,1,0,0,1.62,0.92
2024-11-19,EE_TLL,-0.4,2.6,3.0,-0.2,-0.4,0.4,0,0,1,0,0,1.62,0.92
2024-11-20,EE_TLL,-0.8,3.1,3.1,-0.4,-0.7,0.7,0,0,1,0,0,1.62,0.92
2024-11-21,EE_TLL,-0.9,3.1,3.3,-0.1,-0.7,0.7,0,0,1,0,0,1.62,0.921
2024-11-22,EE_TLL,-1.1,3.1,3.6,-0.2,-0.7,0.7,0,0,1,0,0,1.63,0.921
2024-11-23,EE_TLL,-1.4,3.3,4.0,-0.3,-0.6,0.6,0,0,1,0,0,1.63,0.921
2024-11-24,EE_TLL,-1.4,2.9,3.7,0.0,-0.5,0.5,0,0,1,0,0,1.63,0.921
2024-11-25,EE_TLL,-1.6,2.6,4.0,-0.2,-0.5,0.5,0,0,1,0,0,1.63,0.921
2024-11-26,EE_TLL,-1.7,3.3,4.3,-0.1,-0.3,0.3,0,0,1,0,0,1.63,0.922
2024-11-27,EE_TLL,-1.7,2.8,4.7,0.0,-0.3,0.3,0,0,1,0,0,1.63,0.922
2024-11-28,EE_TLL,-1.9,2.9,4.5,-0.2,-0.3,0.3,0,0,1,0,0,1.63,0.922
2024-11-29,EE_TLL,-2.2,3.1,4.7,-0.3,-0.5,0.5,1,0,1,0,0,1.63,0.923
2024-11-30,EE_TLL,-2.3,2.7,4.5,-0.1,-0.6,0.6,1,0,1,0,0,1.63,0.923
2024-12-01,EE_TLL,-2.5,1.2,5.1,-0.2,-0.6,0.6,1,0,1,0,0,1.63,0.984
2024-12-02,EE_TLL,-2.7,0.9,5.0,-0.2,-0.5,0.5,1,0,1,0,0,1.63,0.984
2024-12-03,EE_TLL,-2.7,1.0,5.4,0.0,-0.4,0.4,1,0,1,0,0,1.63,0.984
2024-12-04,EE_TLL,-2.7,1.0,5.2,0.0,-0.2,0.2,1,0,1,0,0,1.63,0.985
2024-12-05,EE_TLL,-2.7,0.9,5.1,0.0,0.0,0.0,1,0,1,0,0,1.63,0.985
2024-12-06,EE_TLL,-2.9,1.4,5.6,-0.2,-0.2,0.2,1,0,1,0,0,1.63,0.986
2024-12-07,EE_TLL,-3.1,1.4,5.5,-0.2,-0.4,0.4,1,0,1,0,0,1.63,0.986
2024-12-08,EE_TLL,-3.2,1.2,5.5,-0.1,-0.5,0.5,1,0,1,0,0,1.63,0.987
2024-12-09,EE_TLL,-3.1,1.1,5.6,0.1,-0.2,0.2,1,0,1,0,0,1.64,0.987
2024-12-10,EE_TLL,-3.4,0.9,6.3,-0.3,-0.3,0.3,1,0,1,0,0,1.64,0.988
2024-12-11,EE_TLL,-3.5,0.6,6.1,-0.1,-0.3,0.3,1,0,1,0,0,1.64,0.989
2024-12-12,EE_TLL,-3.5,1.1,6.0,0.0,-0.4,0.4,1,0,1,0,0,1.64,0.989
2024-12-13,EE_TLL,-3.7,1.1,5.8,-0.2,-0.3,0.3,1,0,1,0,0,1.64,0.99
2024-12-14,EE_TLL,-4.1,1.3,7.0,-0.4,-0.6,0.6,1,0,1,0,0,1.64,0.991
2024-12-15,EE_TLL,-4.2,1.4,6.4,-0.1,-0.7,0.7,1,0,1,0,0,1.64,0.991
2024-12-16,EE_TLL,-4.3,1.2,6.8,-0.1,-0.6,0.6,1,0,1,0,0,1.64,0.992
2024-12-17,EE_TLL,-4.5,1.2,6.9,-0.2,-0.4,0.4,1,0,1,0,0,1.64,0.993
2024-12-18,EE_TLL,-4.5,1.0,7.0,0.0,-0.3,0.3,1,0,1,0,0,1.64,0.994
2024-12-19,EE_TLL,-4.5,1.2,7.0,0.0,-0.2,0.2,1,0,1,0,0,1.64,0.994
2024-12-20,EE_TLL,-4.7,1.3,6.9,-0.2,-0.2,0.2,1,0,1,0,0,1.64,0.995
2024-12-21,EE_TLL,-4.9,1.0,7.3,-0.2,-0.4,0.4,1,0,1,0,0,1.64,0.996
2024-12-22,EE_TLL,-4.8,1.2,7.1,0.1,-0.3,0.3,1,0,1,0,0,1.64,0.997
2024-12-23,EE_TLL,-5.0,1.2,7.2,-0.2,-0.3,0.3,1,0,1,0,0,1.64,0.998
2024-12-24,EE_TLL,-5.3,1.0,7.7,-0.3,-0.4,0.4,1,0,1,0,0,1.65,0.998
2024-12-25,EE_TLL,-5.2,0.9,7.9,0.1,-0.4,0.4,1,0,1,0,0,1.65,0.999
2024-12-26,EE_TLL,-5.2,1.5,7.7,0.0,-0.2,0.2,1,0,1,0,0,1.65,1.0
2024-12-27,EE_TLL,-5.6,1.4,7.9,-0.4,-0.3,0.3,1,0,1,0,0,1.65,1.001
2024-12-28,EE_TLL,-5.6,1.1,8.3,0.0,-0.4,0.4,1,0,1,0,0,1.65,1.002
2024-12-29,EE_TLL,-5.2,1.2,8.1,0.4,0.0,0.0,1,0,1,0,0,1.65,1.003
2024-12-30,EE_TLL,-5.4,1.4,7.6,-0.2,0.2,0.2,1,0,1,0,0,1.65,1.004
2024-12-31,EE_TLL,-5.4,0.9,7.6,0.0,0.2,0.2,1,0,1,0,0,1.65,1.005
2025-01-01,EE_TLL,-5.2,1.2,8.1,0.2,0.0,0.0,1,0,1,0,0,1.65,0.945
2025-01-02,EE_TLL,-5.5,1.4,7.8,-0.3,-0.1,0.1,1,0,1,0,0,1.65,0.946
2025-01-03,EE_TLL,-5.6,1.0,8.2,-0.1,-0.2,0.2,1,0,1,0,0,1.65,0.947
2025-01-04,EE_TLL,-5.6,1.3,8.0,0.0,-0.4,0.4,1,0,1,0,0,1.65,0.948
2025-01-05,EE_TLL,-5.8,0.7,8.4,-0.2,-0.3,0.3,1,0,1,0,0,1.65,0.949
2025-01-06,EE_TLL,-5.7,1.2,8.4,0.1,-0.1,0.1,1,0,1,0,0,1.65,0.95
2025-01-07,EE_TLL,-5.9,1.2,8.1,-0.2,-0.3,0.3,1,0,1,0,0,1.65,0.951
2025-01-08,EE_TLL,-6.0,1.7,8.8,-0.1,-0.2,0.2,1,0,1,0,0,1.66,0.952
2025-01-09,EE_TLL,-6.0,1.3,8.3,0.0,-0.3,0.3,1,0,1,0,0,1.66,0.954
2025-01-10,EE_TLL,-6.1,1.1,8.6,-0.1,-0.2,0.2,1,0,1,0,0,1.66,0.955
2025-01-11,EE_TLL,-6.2,1.3,8.6,-0.1,-0.2,0.2,1,0,1,0,0,1.66,0.956
2025-01-12,EE_TLL,-6.1,1.3,8.7,0.1,-0.1,0.1,1,0,1,0,0,1.66,0.957
2025-01-13,EE_TLL,-6.2,1.0,8.8,-0.1,-0.1,0.1,1,0,1,0,0,1.66,0.958
2025-01-14,EE_TLL,-6.4,1.2,8.7,-0.2,-0.2,0.2,1,0,1,0,0,1.66,0.959
2025-01-15,EE_TLL,-6.3,1.7,9.0,0.1,-0.2,0.2,1,0,1,0,0,1.66,0.96
2025-01-16,EE_TLL,-6.4,1.3,8.8,-0.1,-0.2,0.2,1,0,1,0,0,1.66,0.962
2025-01-17,EE_TLL,-6.4,0.8,9.0,0.0,0.0,0.0,1,0,1,0,0,1.66,0.963
2025-01-18,EE_TLL,-6.4,1.1,9.0,0.0,-0.1,0.1,1,0,1,0,0,1.66,0.964
2025-01-19,EE_TLL,-6.3,1.3,8.7,0.1,0.1,0.1,1,0,1,0,0,1.66,0.965
2025-01-20,EE_TLL,-6.3,1.2,8.8,0.0,0.1,0.1,1,0,1,0,0,1.66,0.967
2025-01-21,EE_TLL,-6.2,1.6,8.9,0.1,0.2,0.2,1,0,1,0,0,1.66,0.968
2025-01-22,EE_TLL,-6.1,1.1,8.3,0.1,0.2,0.2,1,0,1,0,0,1.66,0.969
2025-01-23,EE_TLL,-6.1,1.6,8.6,0.0,0.2,0.2,1,0,1,0,0,1.67,0.97
2025-01-24,EE_TLL,-6.0,1.1,8.9,0.1,0.2,0.2,1,0,1,0,0,1.67,0.972
2025-01-25,EE_TLL,-5.9,1.2,8.3,0.1,0.2,0.2,1,0,1,0,0,1.67,0.973
2025-01-26,EE_TLL,-5.8,1.5,8.7,0.1,0.3,0.3,1,0,1,0,0,1.67,0.974
2025-01-27,EE_TLL,-5.9,0.8,8.6,-0.1,0.1,0.1,1,0,1,0,0,1.67,0.976
2025-01-28,EE_TLL,-5.8,1.0,8.6,0.1,0.1,0.1,1,0,1,0,0,1.67,0.977
2025-01-29,EE_TLL,-5.9,1.3,8.6,-0.1,-0.1,0.1,1,0,1,0,0,1.67,0.978
2025-01-30,EE_TLL,-5.9,1.6,8.4,0.0,0.0,0.0,1,0,1,0,0,1.67,0.98
2025-01-31,EE_TLL,-5.8,1.0,8.4,0.1,0.0,0.0,1,0,1,0,0,1.67,0.981
2025-02-01,EE_TLL,-5.5,1.3,8.3,0.3,0.4,0.4,1,0,1,0,0,1.67,0.982
2025-02-02,EE_TLL,-5.3,0.9,7.5,0.2,0.6,0.6,1,0,1,0,0,1.67,0.984
2025-02-03,EE_TLL,-5.2,1.3,8.0,0.1,0.6,0.6,1,0,1,0,0,1.67,0.985
2025-02-04,EE_TLL,-5.1,1.6,7.6,0.1,0.4,0.4,1,0,1,0,0,1.67,0.986
2025-02-05,EE_TLL,-5.2,1.1,8.1,-0.1,0.1,0.1,1,0,1,0,0,1.67,0.988
2025-02-06,EE_TLL,-5.4,1.1,8.2,-0.2,-0.2,0.2,1,0,1,0,0,1.67,0.989
2025-02-07,EE_TLL,-5.4,1.5,8.1,0.0,-0.3,0.3,1,0,1,0,0,1.67,0.99
2025-02-08,EE_TLL,-5.4,1.4,8.1,0.0,-0.2,0.2,1,0,1,0,0,1.67,0.992
